image,index,Image-URL-S,Image-URL-M,Image-URL-L
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x140 at 0x20B95F534E0>,779,http://images.amazon.com/images/P/0060192631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192631.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=110x160 at 0x20B95F1FD30>,780,http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F3BF98>,781,http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F3BDA0>,782,http://images.amazon.com/images/P/052594463X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=108x160 at 0x20B95F3B2B0>,783,http://images.amazon.com/images/P/039304016X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95F3B400>,784,http://images.amazon.com/images/P/0399147128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95F3B0F0>,785,http://images.amazon.com/images/P/0670031046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670031046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670031046.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95F1F080>,786,http://images.amazon.com/images/P/0394574745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394574745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394574745.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F53390>,787,http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=117x160 at 0x20B95F53668>,788,http://images.amazon.com/images/P/0743230051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743230051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743230051.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F53710>,789,http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95F537B8>,790,http://images.amazon.com/images/P/0684868911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684868911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684868911.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=114x160 at 0x20B95F53860>,791,http://images.amazon.com/images/P/0842336214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95F53908>,792,http://images.amazon.com/images/P/0399148582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399148582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399148582.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95F539B0>,793,http://images.amazon.com/images/P/0684864320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684864320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684864320.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95F53A58>,794,http://images.amazon.com/images/P/0525944834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525944834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525944834.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95F53B00>,795,http://images.amazon.com/images/P/0345428900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345428900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345428900.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=93x160 at 0x20B95F53BA8>,796,http://images.amazon.com/images/P/0451176812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176812.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F53C50>,797,http://images.amazon.com/images/P/0671525794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525794.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=117x160 at 0x20B95F53898>,798,http://images.amazon.com/images/P/0718144538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0718144538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0718144538.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F53DD8>,799,http://images.amazon.com/images/P/0446602086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602086.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F3B828>,800,http://images.amazon.com/images/P/0394551427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394551427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394551427.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=113x160 at 0x20B95F1F358>,801,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53EF0>,802,http://images.amazon.com/images/P/0007100221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0007100221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0007100221.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53CF8>,803,http://images.amazon.com/images/P/2253148539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253148539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253148539.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53400>,804,http://images.amazon.com/images/P/2253043974.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253043974.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253043974.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F53B38>,805,http://images.amazon.com/images/P/2020315491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2020315491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2020315491.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53470>,806,http://images.amazon.com/images/P/0747549923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747549923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747549923.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=114x160 at 0x20B95F53EB8>,807,http://images.amazon.com/images/P/0743462335.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743462335.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743462335.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95F53F98>,808,http://images.amazon.com/images/P/0140253580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140253580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140253580.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F53DA0>,809,http://images.amazon.com/images/P/0947782141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0947782141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0947782141.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53128>,810,http://images.amazon.com/images/P/057120354X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/057120354X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95F53438>,811,http://images.amazon.com/images/P/0349101779.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0349101779.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0349101779.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95F53940>,812,http://images.amazon.com/images/P/0743222229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743222229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743222229.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53748>,813,http://images.amazon.com/images/P/185479549X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185479549X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185479549X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F53240>,814,http://images.amazon.com/images/P/0140292918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140292918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140292918.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x160 at 0x20B95F1F1D0>,815,http://images.amazon.com/images/P/1854795554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1854795554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1854795554.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=160x116 at 0x20B95F70550>,816,http://images.amazon.com/images/P/1858813093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1858813093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1858813093.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=120x160 at 0x20B95F705F8>,817,http://images.amazon.com/images/P/2871290911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2871290911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2871290911.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F706A0>,818,http://images.amazon.com/images/P/0198604025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0198604025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0198604025.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F70748>,819,http://images.amazon.com/images/P/1842151053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1842151053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1842151053.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F53E80>,820,http://images.amazon.com/images/P/2253063339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253063339.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=124x160 at 0x20B95F533C8>,821,http://images.amazon.com/images/P/1860198597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1860198597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1860198597.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=119x160 at 0x20B95F53C88>,822,http://images.amazon.com/images/P/0767908473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767908473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767908473.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F3B4E0>,823,http://images.amazon.com/images/P/1842040154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1842040154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1842040154.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F3B1D0>,824,http://images.amazon.com/images/P/0140622063.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140622063.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140622063.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F704E0>,825,http://images.amazon.com/images/P/0571209521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571209521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571209521.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F70278>,826,http://images.amazon.com/images/P/2264009306.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2264009306.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2264009306.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95F70358>,827,http://images.amazon.com/images/P/1841952931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1841952931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1841952931.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=138x160 at 0x20B95F70940>,828,http://images.amazon.com/images/P/0890877564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0890877564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0890877564.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F709E8>,829,http://images.amazon.com/images/P/1405200677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1405200677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1405200677.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=160x146 at 0x20B95F70860>,830,http://images.amazon.com/images/P/0416196772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0416196772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0416196772.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95F70B70>,831,http://images.amazon.com/images/P/0747538069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0747538069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0747538069.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95F70C18>,832,http://images.amazon.com/images/P/0375501347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375501347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375501347.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95F70CC0>,833,http://images.amazon.com/images/P/0060927240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060927240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060927240.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95F70D68>,834,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95F70E10>,835,http://images.amazon.com/images/P/156341029X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156341029X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=108x160 at 0x20B95F70EB8>,836,http://images.amazon.com/images/P/0060934719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060934719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060934719.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F70F60>,837,http://images.amazon.com/images/P/1886383421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1886383421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1886383421.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95F70E48>,838,http://images.amazon.com/images/P/1888451084.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888451084.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888451084.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F70438>,839,http://images.amazon.com/images/P/0451450256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451450256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451450256.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F535F8>,840,http://images.amazon.com/images/P/1555835953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555835953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555835953.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95F53E10>,841,http://images.amazon.com/images/P/0395877563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395877563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395877563.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95F70400>,842,http://images.amazon.com/images/P/0962893862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0962893862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0962893862.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95F702B0>,843,http://images.amazon.com/images/P/1555834531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555834531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555834531.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F703C8>,844,http://images.amazon.com/images/P/0393318435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393318435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393318435.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F70908>,845,http://images.amazon.com/images/P/0889740828.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0889740828.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0889740828.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95F70780>,846,http://images.amazon.com/images/P/1563410443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563410443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563410443.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=110x160 at 0x20B95F700F0>,847,http://images.amazon.com/images/P/1563899388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563899388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563899388.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95F70B38>,848,http://images.amazon.com/images/P/1563411148.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563411148.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563411148.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F70198>,849,http://images.amazon.com/images/P/0553579681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579681.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F70588>,850,http://images.amazon.com/images/P/0553579673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579673.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95F530F0>,851,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95F8B550>,852,http://images.amazon.com/images/P/0786889160.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889160.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889160.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F8B5F8>,853,http://images.amazon.com/images/P/0345370740.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345370740.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345370740.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F8B6A0>,854,http://images.amazon.com/images/P/0553574175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574175.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x160 at 0x20B95F8B748>,855,http://images.amazon.com/images/P/0553574167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574167.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95F8B7F0>,856,http://images.amazon.com/images/P/0553574159.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574159.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574159.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95F8B898>,857,http://images.amazon.com/images/P/0312287240.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312287240.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312287240.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x160 at 0x20B95F8B940>,858,http://images.amazon.com/images/P/0679801146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679801146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679801146.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95F8B9E8>,859,http://images.amazon.com/images/P/0446300101.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446300101.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446300101.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F70BA8>,860,http://images.amazon.com/images/P/0821750410.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821750410.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821750410.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95F70518>,861,http://images.amazon.com/images/P/0425142485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95F539E8>,862,http://images.amazon.com/images/P/0451456548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451456548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451456548.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95F532B0>,863,http://images.amazon.com/images/P/0060006048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060006048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060006048.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95F8B128>,864,http://images.amazon.com/images/P/0312906552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312906552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312906552.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F8B780>,865,http://images.amazon.com/images/P/0440117291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440117291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440117291.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95F8BB00>,866,http://images.amazon.com/images/P/0425049981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425049981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425049981.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95F8B240>,867,http://images.amazon.com/images/P/0374386676.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374386676.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374386676.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95F8BC18>,868,http://images.amazon.com/images/P/0786886463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786886463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786886463.01.LZZZZZZZ.jpg
